ID1,Find,Conven,Suited,Last_Purchase,gender,age,neighbourhood,Work,Browse,Satisfied,Payment,Recommend,Site_Visits,First_Qt,Second_Qt,Third_Qt,Fourth_Qt,Total_Spend,Profit_Percentage
360,Neither likely nor unlikely,Quite convenient,Quite suited,Household,Male,18,Rural,Full-time,More than once a week,Partially satisfied,Card,Yes,10,20,46,14,12,92,14
361,Extremely unlikely,Slightly convenient,Slightly suited,Clothes,Female,19,Urban,Full-time,Daily,Satisfied,Card,Yes,13,14,26,35,53,128,19
362,Slightly likely,Quite convenient,Neither suited nor unsuited,Clothes,Female,18,Rural,Full-time,Once a week,Partially satisfied,PayPal,Yes,9,14,59,16,49,138,10
363,Quite likely,Extremely convenient,Slightly suited,Clothes,Female,19,Rural,Full-time,Once a month,Partially satisfied,Card,Yes,8,6,16,12,107,141,10
364,Slightly likely,Quite convenient,Neither suited nor unsuited,Clothes,Male,21,Urban,Full-time,Once a month,Partially satisfied,Card,No,8,13,35,14,20,82,5
365,Quite unlikely,Quite convenient,Neither suited nor unsuited,Garden,Female,20,Rural,Full-time,More than once a week,Partially satisfied,Card,Yes,11,8,46,11,38,103,6
366,Extremely unlikely,Extremely convenient,Extremely suited,Clothes,Female,18,Urban,Full-time,More than once a week,Partially satisfied,Card,No,12,28,59,45,9,141,12
367,Quite likely,Quite convenient,Extremely suited,Household,Female,19,Suburban,Full-time,More than once a month,Partially satisfied,Card,No,8,14,19,12,58,103,11
368,Extremely unlikely,Quite convenient,Extremely suited,Food,Female,19,Suburban,Full-time,Daily,Satisfied,Card,Yes,21,19,59,46,28,152,15
369,Slightly likely,Quite convenient,Slightly suited,Clothes,Female,20,Suburban,Full-time,Once a week,Partially satisfied,Card,No,11,16,13,16,63,108,10
370,Quite likely,Quite convenient,Slightly suited,Household,Female,21,Rural,Full-time,More than once a week,Partially satisfied,Card,Yes,13,34,25,20,28,107,16
371,Extremely unlikely,Slightly convenient,Slightly suited,Garden,Male,28,Rural,Full-time,Daily,Satisfied,Card,Yes,17,45,59,35,50,189,11
372,Quite likely,Extremely convenient,Extremely suited,Clothes,Female,22,Urban,Full-time,Once a month,Partially satisfied,PayPal,No,9,14,14,14,36,78,10
